# XviD 2pass stat file (core version 1.4.-127)
# Please do not modify this file

p 2 5 845 70 10487 1507
p 2 0 855 65 6821 1126
p 2 0 762 158 6367 998
p 2 0 616 304 1456 745
p 2 2 835 83 9322 1481
p 2 0 832 88 4700 1058
p 2 0 864 56 5065 1069
p 2 1 854 65 9544 1395
p 2 0 661 259 1383 839
p 2 0 834 86 7556 1100
i 2 920 0 0 21730 3380
p 2 0 438 482 763 579
p 2 15 522 383 10558 1046
p 2 0 394 526 1357 557
p 2 0 292 628 669 433
p 2 0 257 663 645 392
p 2 19 338 563 10390 876
p 2 0 273 647 1275 439
p 2 0 161 759 489 312
p 2 0 171 749 608 322
p 2 24 261 635 9877 812
p 2 0 227 693 1250 397
p 2 0 139 781 522 294
p 2 0 160 760 672 313
p 2 5 239 676 9190 638
p 2 0 230 690 1383 412
p 2 0 160 760 637 319
p 2 4 272 644 8903 679
p 2 0 222 698 1336 395
p 2 0 147 773 570 303
p 2 0 147 773 625 302
p 2 13 260 647 10965 856
p 2 0 221 699 2194 412
p 2 0 143 777 549 303
p 2 17 165 738 3082 487
p 2 0 256 664 4819 604
p 2 13 200 707 1224 445
p 2 0 145 775 464 298
p 2 0 166 754 594 323
p 2 1 237 682 3846 584
p 2 0 213 707 794 379
p 2 0 154 766 500 306
p 2 7 243 670 7934 691
p 2 0 212 708 1087 387
p 2 0 146 774 462 294
p 2 0 127 793 488 279
p 2 8 240 672 9497 696
p 2 0 200 720 1261 380
p 2 0 162 758 677 322
p 2 28 232 660 11613 863
p 2 0 204 716 815 379
p 2 15 235 670 10193 749
p 2 0 209 711 1384 384
p 2 0 185 735 790 350
p 2 28 225 667 10933 804
p 2 0 207 713 836 380
p 2 4 253 663 11870 680
p 2 0 211 709 1498 392
p 2 0 206 714 945 361
p 2 1 259 660 11846 678
p 2 0 210 710 945 383
p 2 2 276 642 10734 698
p 2 0 229 691 1588 399
p 2 0 163 757 631 319
p 2 0 171 749 787 322
p 2 1 272 647 9417 611
p 2 0 229 691 1514 393
p 2 0 135 785 552 289
p 2 0 148 772 732 303
p 2 0 261 659 9383 591
p 2 0 224 696 1563 396
p 2 0 174 746 566 320
p 2 0 86 834 324 231
p 2 0 59 861 291 212
p 2 0 356 564 1119 505
i 2 920 0 0 32110 3792
p 2 148 696 76 33580 2577
p 2 0 684 236 2815 910
p 2 0 564 356 1729 731
p 2 201 603 116 34892 2636
p 2 0 559 361 1625 744
p 2 114 643 163 30635 2217
p 2 0 580 340 2720 760
p 2 0 515 405 1612 679
p 2 196 517 207 32119 2486
p 2 0 557 363 2502 740
p 2 0 361 559 938 504
p 2 7 463 450 4906 774
p 2 0 349 571 1208 501
p 2 0 293 627 845 436
p 2 20 320 580 6301 670
p 2 0 298 622 1115 448
p 2 0 233 687 533 363
p 2 0 202 718 651 341
p 2 21 188 711 3197 549
p 2 0 207 713 642 361
p 2 15 179 726 4423 474
p 2 0 136 784 869 289
p 2 0 71 849 313 222
p 2 0 146 774 682 293
p 2 10 138 772 5659 422
p 2 0 96 824 606 253
p 2 0 86 834 333 236
p 2 0 74 846 400 226
p 2 7 110 803 4771 394
p 2 0 150 770 857 299
p 2 0 122 798 572 274
p 2 9 159 752 5566 439
p 2 0 250 670 1169 408
p 2 0 135 785 485 285
p 2 0 78 842 420 229
p 2 13 121 786 6378 463
p 2 0 114 806 840 271
p 2 0 98 822 380 247
p 2 0 65 855 489 218
p 2 10 102 808 5440 439
p 2 0 80 840 622 245
p 2 0 65 855 318 218
p 2 0 57 863 413 213
p 2 10 94 816 3115 395
p 2 0 102 818 635 257
p 2 0 84 836 431 236
p 2 12 106 802 5596 403
p 2 0 97 823 680 258
p 2 0 49 871 290 204
p 2 0 42 878 254 196
p 2 0 41 879 310 195
p 2 10 89 821 4131 393
p 2 0 70 850 777 230
p 2 0 53 867 305 209
p 2 0 44 876 370 199
p 2 29 76 815 6149 462
p 2 0 73 847 727 233
p 2 0 47 873 272 200
p 2 0 50 870 450 206
p 2 7 97 816 4234 422
p 2 0 86 834 755 251
p 2 0 60 860 298 213
p 2 0 33 887 229 188
p 2 0 24 896 194 176
p 2 0 174 746 953 318
i 2 920 0 0 30467 3624
p 2 0 650 270 2310 780
p 2 0 492 428 758 598
p 2 0 251 669 458 384
p 2 0 312 608 477 423
p 2 0 223 697 472 346
p 2 0 218 702 395 338
p 2 0 93 827 252 233
p 2 0 123 797 278 254
p 2 0 90 830 314 233
p 2 0 57 863 235 202
p 2 0 28 892 185 180
p 2 0 30 890 187 180
p 2 0 33 887 214 184
p 2 0 32 888 207 183
p 2 0 46 874 240 198
p 2 0 65 855 254 212
p 2 0 36 884 217 189
p 2 0 42 878 222 194
p 2 0 25 895 194 180
p 2 0 29 891 190 179
p 2 0 52 868 254 198
p 2 0 29 891 196 180
p 2 0 21 899 181 172
p 2 0 23 897 185 175
p 2 0 49 871 255 198
p 2 0 41 879 221 188
p 2 0 36 884 215 187
p 2 0 23 897 188 174
p 2 0 19 901 176 169
p 2 0 33 887 238 186
p 2 0 44 876 235 194
p 2 0 31 889 209 185
p 2 0 46 874 220 194
p 2 0 25 895 199 177
p 2 0 15 905 181 171
p 2 0 23 897 184 174
p 2 0 23 897 204 175
p 2 0 20 900 197 176
p 2 0 15 905 183 169
p 2 0 7 913 168 164
p 2 0 30 890 206 182
p 2 0 15 905 182 170
p 2 0 2 918 162 160
p 2 0 17 903 188 170
p 2 0 18 902 194 172
p 2 0 17 903 192 170
p 2 0 9 911 173 165
p 2 0 13 907 177 167
p 2 0 17 903 189 171
p 2 0 32 888 192 182
p 2 0 8 912 170 164
p 2 0 11 909 173 165
p 2 0 10 910 182 166
p 2 0 2 918 161 159
p 2 0 2 918 161 159
p 2 0 1 919 160 158
p 2 0 6 914 168 162
p 2 0 4 916 165 161
p 2 0 5 915 165 162
p 2 0 13 907 182 169
p 2 0 16 904 182 170
p 2 0 7 913 166 164
p 2 0 8 912 169 163
p 2 0 10 910 172 165
p 2 0 7 913 170 162
p 2 0 5 915 163 161
p 2 0 1 919 158 158
p 2 0 0 920 157 157
p 2 0 1 919 158 158
p 2 0 0 920 157 157
p 2 0 0 920 157 157
p 2 0 3 917 163 160
p 2 0 4 916 163 160
p 2 0 1 919 159 159
p 2 0 7 913 173 164
p 2 0 7 913 173 163
p 2 0 7 913 170 163
p 2 0 2 918 160 159
p 2 0 2 918 161 159
p 2 0 3 917 161 160
p 2 0 0 920 157 157
p 2 0 0 920 157 157
p 2 0 0 920 157 157
p 2 0 1 919 158 158
p 2 0 1 919 158 158
p 2 0 1 919 159 158
p 2 0 133 787 430 280
p 2 0 135 785 328 266
p 2 0 72 848 253 221
p 2 0 156 764 364 291
p 2 0 139 781 346 277
p 2 0 204 716 1084 339
p 2 1 343 576 17973 770
p 2 0 241 679 2325 417
p 2 0 174 746 879 329
p 2 0 320 600 15212 663
p 2 0 224 696 2684 396
p 2 0 188 732 715 332
p 2 0 143 777 845 298
p 2 2 278 640 15003 644
p 2 0 215 705 2523 393
p 2 0 152 768 630 297
p 2 0 93 827 493 245
p 2 0 200 720 4079 409
p 2 0 230 690 1109 394
p 2 0 182 738 579 320
p 2 0 95 825 435 245
p 2 0 199 721 3402 397
p 2 0 155 765 683 306
p 2 0 90 830 420 243
p 2 0 119 801 3063 319
p 2 0 141 779 725 297
p 2 0 55 865 288 209
p 2 0 41 879 246 193
p 2 0 30 890 218 184
p 2 0 103 817 425 253
p 2 0 34 886 252 191
p 2 0 29 891 231 184
p 2 0 58 862 312 212
p 2 0 148 772 480 290
p 2 0 38 882 233 190
p 2 0 23 897 206 177
p 2 0 39 881 249 192
p 2 0 90 830 374 239
p 2 0 26 894 216 180
p 2 0 31 889 227 185
p 2 0 22 898 214 175
p 2 0 67 853 318 217
p 2 0 73 847 293 218
p 2 0 19 901 200 175
p 2 0 25 895 212 180
p 2 0 30 890 227 184
p 2 0 12 908 179 167
p 2 0 13 907 187 169
p 2 0 28 892 226 181
p 2 0 21 899 203 177
p 2 0 19 901 178 171
p 2 0 10 910 176 166
p 2 0 7 913 180 163
p 2 0 16 904 187 172
p 2 0 2 918 167 159
p 2 0 2 918 166 159
p 2 0 2 918 164 160
p 2 0 1 919 164 159
p 2 0 3 917 166 160
p 2 0 1 919 165 159
p 2 0 2 918 165 159
p 2 0 11 909 183 167
p 2 0 257 663 1338 393
i 2 920 0 0 18061 3286
p 2 0 465 455 891 608
p 2 0 377 543 572 510
p 2 0 209 711 422 350
p 2 0 224 696 419 360
p 2 0 169 751 374 308
p 2 0 123 797 310 268
p 2 0 71 849 244 221
p 2 0 60 860 236 212
p 2 0 93 827 288 239
p 2 0 59 861 231 209
p 2 0 42 878 205 191
p 2 0 43 877 225 196
p 2 0 42 878 226 196
p 2 0 37 883 224 190
p 2 0 90 830 303 237
p 2 0 76 844 270 228
p 2 0 64 856 258 217
p 2 0 56 864 239 208
p 2 0 39 881 206 189
p 2 0 32 888 202 185
p 2 0 40 880 230 191
p 2 0 24 896 198 177
p 2 0 31 889 202 182
p 2 0 50 870 236 202
p 2 0 24 896 202 177
p 2 0 21 899 197 175
p 2 0 18 902 182 172
p 2 0 17 903 188 171
p 2 0 40 880 219 192
p 2 0 49 871 235 202
p 2 0 49 871 226 202
p 2 0 53 867 214 203
p 2 0 63 857 249 212
p 2 0 35 885 208 190
p 2 0 27 893 203 182
p 2 0 37 883 207 188
p 2 0 40 880 235 195
p 2 0 29 891 208 183
p 2 0 24 896 199 179
p 2 0 31 889 205 182
p 2 0 29 891 204 184
p 2 0 23 897 198 178
p 2 0 14 906 179 169
p 2 0 27 893 203 180
p 2 0 46 874 228 199
p 2 0 34 886 214 188
p 2 0 33 887 206 186
p 2 0 47 873 219 197
p 2 0 35 885 210 187
p 2 0 26 894 193 179
p 2 0 22 898 194 177
p 2 0 19 901 189 174
p 2 0 22 898 188 175
p 2 0 13 907 172 169
p 2 0 13 907 180 168
p 2 0 12 908 176 168
p 2 0 146 774 404 289
p 2 0 107 813 282 249
p 2 0 106 814 343 255
i 2 920 0 0 18646 3236
p 2 0 499 421 1026 602
p 2 0 374 546 595 487
p 2 0 319 601 516 424
p 2 0 276 644 449 394
p 2 0 256 664 459 371
p 2 0 170 750 366 306
p 2 0 175 745 316 296
p 2 0 89 831 247 230
p 2 0 165 755 375 292
p 2 0 63 857 225 210
p 2 0 113 807 256 242
p 2 0 67 853 226 209
p 2 0 95 825 261 229
p 2 0 47 873 204 193
p 2 0 109 811 287 238
p 2 0 80 840 244 219
p 2 0 90 830 263 230
p 2 0 70 850 253 213
p 2 0 71 849 239 212
p 2 0 42 878 203 188
p 2 0 41 879 237 193
p 2 0 23 897 192 177
p 2 0 26 894 181 176
p 2 0 15 905 189 170
p 2 0 44 876 218 191
p 2 0 9 911 179 166
p 2 0 9 911 175 165
p 2 0 6 914 170 162
p 2 0 8 912 174 165
p 2 0 20 900 201 173
p 2 0 29 891 208 180
p 2 0 19 901 198 174
p 2 0 13 907 186 169
p 2 0 17 903 187 173
p 2 0 6 914 172 162
p 2 0 8 912 178 164
p 2 0 13 907 186 168
p 2 0 5 915 169 161
p 2 0 7 913 175 165
p 2 0 6 914 179 163
p 2 0 7 913 175 163
p 2 0 3 917 168 160
p 2 0 11 909 184 167
p 2 0 5 915 172 162
p 2 0 12 908 185 169
p 2 0 12 908 171 167
p 2 0 17 903 182 171
p 2 0 18 902 185 173
p 2 0 9 911 177 165
p 2 0 3 917 169 160
p 2 0 6 914 174 164
p 2 0 3 917 171 160
p 2 0 4 916 172 162
p 2 0 2 918 170 160
p 2 0 2 918 170 160
p 2 0 2 918 167 160
p 2 0 2 918 168 159
p 2 0 2 918 170 160
p 2 0 80 840 330 227
i 2 920 0 0 13000 3099
p 2 0 591 329 971 703
p 2 0 459 461 608 560
p 2 0 297 623 450 418
p 2 0 314 606 454 422
p 2 0 229 691 375 349
p 2 0 231 689 361 341
p 2 0 119 801 264 251
p 2 0 153 767 297 276
p 2 13 202 705 4279 560
p 2 0 188 732 468 333
p 2 8 158 754 3349 464
p 2 0 188 732 521 337
p 2 0 137 783 354 280
p 2 0 149 771 341 286
p 2 0 181 739 448 315
p 2 0 233 687 2384 447
p 2 0 190 730 544 338
p 2 0 177 743 403 309
p 2 0 102 818 313 250
p 2 0 199 721 2610 412
p 2 0 185 735 561 338
p 2 0 116 804 321 260
p 2 0 125 795 396 273
p 2 30 209 681 3407 615
p 2 0 256 664 865 424
p 2 0 308 612 897 467
p 2 0 310 610 644 434
p 2 2 362 556 3073 683
p 2 0 395 525 1042 542
p 2 0 338 582 1017 513
p 2 0 327 593 2497 590
p 2 0 291 629 629 443
p 2 0 315 605 869 471
p 2 0 278 642 705 434
p 2 0 378 542 1930 579
p 2 0 344 576 997 518
p 2 0 273 647 567 408
p 2 0 277 643 822 448
p 2 0 313 607 2260 550
p 2 0 311 609 887 490
p 2 0 282 638 876 450
p 2 0 296 624 662 459
p 2 0 386 534 2120 577
p 2 0 364 556 989 531
p 2 0 370 550 1073 531
p 2 0 401 519 2502 640
p 2 0 298 622 594 445
p 2 0 367 553 887 532
p 2 0 277 643 788 443
p 2 3 374 543 1954 617
p 2 0 378 542 1037 527
p 2 0 258 662 479 396
p 2 0 310 610 838 459
p 2 0 384 536 1567 615
p 2 0 269 651 859 444
p 2 0 302 618 798 472
p 2 0 370 550 819 525
p 2 0 324 596 1233 506
p 2 0 287 633 543 418
p 2 0 341 579 580 466
p 2 0 236 684 395 352
p 2 0 158 762 318 293
p 2 0 113 807 283 257
p 2 0 153 767 301 279
p 2 0 62 858 229 212
p 2 0 129 791 291 258
p 2 0 50 870 214 201
p 2 0 72 848 211 209
p 2 0 34 886 190 185
p 2 0 29 891 188 182
p 2 0 22 898 179 176
p 2 0 17 903 175 171
p 2 0 8 912 167 164
p 2 0 21 899 182 175
p 2 0 25 895 183 177
p 2 0 24 896 181 178
p 2 0 31 889 188 182
p 2 0 19 901 177 174
p 2 0 9 911 169 166
p 2 0 7 913 163 163
p 2 0 3 917 160 160
p 2 0 236 684 421 357
i 2 920 0 0 18620 3333
p 2 0 793 127 3025 1151
p 2 0 768 152 2572 1130
p 2 5 909 6 10034 1563
p 2 0 777 143 1924 928
p 2 0 815 105 3253 1273
p 2 0 838 82 3458 1313
p 2 0 915 5 9350 1538
p 2 0 854 66 3220 1271
p 2 0 733 187 1353 895
p 2 0 853 67 3415 1290
p 2 0 911 9 11106 1605
p 2 0 865 55 3514 1347
p 2 0 802 118 2751 1180
p 2 0 795 125 1708 973
p 2 0 913 7 9649 1518
p 2 0 858 62 3607 1351
p 2 0 803 117 2776 1217
p 2 0 917 3 10238 1543
p 2 0 828 92 2073 1046
p 2 0 871 49 6010 1410
p 2 0 844 76 3160 1255
p 2 9 907 4 11567 1606
p 2 3 863 54 3942 1334
p 2 0 744 176 1406 903
p 2 0 882 38 7601 1425
p 2 7 906 7 9472 1533
p 2 0 886 34 5109 1343
p 2 4 859 57 6408 1400
p 2 0 806 114 1722 1007
p 2 0 913 7 11261 1623
p 2 0 891 29 7481 1541
p 2 10 851 59 7573 1403
p 2 3 909 8 9842 1613
p 2 0 831 89 1944 1034
p 2 9 826 85 7342 1472
p 2 8 845 67 6657 1457
p 2 7 911 2 10607 1698
p 2 4 866 50 6018 1416
p 2 0 748 172 1461 935
p 2 3 873 44 6195 1514
p 2 1 908 11 10921 1539
p 2 0 882 38 7123 1399
p 2 9 821 90 6138 1405
p 2 0 811 109 1652 997
p 2 9 895 16 7455 1523
p 2 0 870 50 5635 1323
p 2 0 828 92 4856 1317
p 2 5 912 3 10029 1547
p 2 0 818 102 1850 1017
p 2 0 848 72 5422 1360
p 2 1 855 64 5710 1423
p 2 0 915 5 10797 1583
p 2 0 876 44 5201 1393
p 2 0 761 159 1552 933
p 2 0 851 69 4460 1291
p 2 0 916 4 10080 1575
p 2 0 879 41 5320 1404
p 2 0 831 89 4241 1312
p 2 0 781 139 1716 984
p 2 0 916 4 9992 1544
p 2 0 885 35 4699 1359
p 2 0 828 92 3588 1261
p 2 0 918 2 6223 1482
p 2 0 806 114 1763 1008
p 2 0 819 101 4354 1285
p 2 0 837 83 4279 1252
p 2 8 909 3 10723 1528
p 2 0 874 46 4511 1304
p 2 0 750 170 1414 925
p 2 0 804 116 4402 1250
p 2 0 794 126 4226 1182
p 2 0 801 119 4038 1241
i 2 920 0 0 23401 3286
p 2 0 544 376 1230 721
p 2 0 768 152 2842 997
p 2 0 898 22 7681 1201
p 2 0 850 70 4342 1091
p 2 0 787 133 3812 1038
p 2 0 729 191 1989 894
p 2 0 903 17 7426 1243
p 2 0 859 61 3984 1085
p 2 0 794 126 3866 1021
p 2 0 917 3 7858 1229
p 2 0 703 217 1846 852
p 2 0 784 136 3525 1019
p 2 0 723 197 3404 956
p 2 0 912 8 8355 1238
p 2 0 846 74 4411 1108
p 2 0 742 178 1824 896
p 2 0 817 103 3217 1056
p 2 0 910 10 8212 1283
p 2 0 843 77 4460 1126
p 2 0 760 160 4055 1024
p 2 0 776 144 2798 1003
p 2 0 917 3 8797 1305
p 2 0 852 68 4357 1130
p 2 0 789 131 3827 1044
p 2 0 912 8 7646 1240
p 2 0 710 210 2068 873
p 2 0 776 144 3345 1018
p 2 0 755 165 3291 993
p 2 0 908 12 8056 1226
p 2 0 840 80 4268 1089
p 2 0 619 301 1534 766
p 2 0 808 112 3358 1071
p 2 0 910 10 8083 1248
p 2 0 838 82 3997 1083
p 2 0 745 175 3767 986
p 2 0 736 184 2000 903
p 2 0 911 9 7196 1246
p 2 0 847 73 3982 1098
p 2 0 757 163 3578 1007
p 2 0 916 4 7712 1253
p 2 0 702 218 1922 885
p 2 0 749 171 3347 1006
p 2 0 747 173 3668 994
p 2 0 912 8 9564 1287
p 2 0 865 55 4499 1155
p 2 0 705 215 1807 885
p 2 0 799 121 3471 1030
p 2 0 905 15 7749 1217
p 2 0 831 89 4772 1106
p 2 0 777 143 3907 1039
p 2 0 698 222 2120 880
p 2 0 911 9 7472 1230
p 2 0 848 72 4285 1102
p 2 0 805 115 3705 1036
p 2 0 913 7 8036 1251
p 2 0 702 218 1921 848
p 2 0 771 149 3680 1048
p 2 0 727 193 3315 973
p 2 0 911 9 8646 1240
p 2 0 861 59 4358 1113
p 2 0 628 292 1790 811
p 2 0 781 139 3582 1050
p 2 0 916 4 8471 1299
p 2 0 833 87 4143 1100
p 2 0 769 151 4047 1048
p 2 0 713 207 2022 883
p 2 0 916 4 8969 1308
p 2 0 835 85 4045 1085
p 2 0 796 124 3755 1045
p 2 0 912 8 7580 1210
p 2 0 710 210 2088 870
p 2 0 789 131 3987 1074
p 2 0 756 164 3979 1012
i 2 920 0 0 31627 3695
p 2 0 577 343 2161 704
p 2 0 452 468 770 563
p 2 0 332 588 595 455
p 2 0 319 601 543 444
p 2 0 312 608 624 433
p 2 0 225 695 402 344
p 2 0 143 777 295 273
p 2 0 136 784 289 268
p 2 0 273 647 564 385
p 2 0 171 749 360 299
p 2 0 126 794 298 262
p 2 0 103 817 273 240
p 2 0 173 747 431 312
p 2 0 107 813 288 246
p 2 0 161 759 420 304
p 2 0 112 808 288 250
p 2 0 119 801 340 259
p 2 0 87 833 296 234
p 2 0 31 889 197 182
p 2 0 28 892 192 180
p 2 0 75 845 299 225
p 2 0 27 893 214 181
p 2 0 19 901 183 173
p 2 0 37 883 214 187
p 2 0 61 859 298 214
p 2 0 42 878 230 189
p 2 0 23 897 204 177
p 2 0 21 899 222 177
p 2 0 34 886 226 187
p 2 0 35 885 235 187
p 2 0 17 903 203 172
p 2 0 71 849 259 217
p 2 0 48 872 244 199
p 2 0 15 905 183 171
p 2 0 5 915 166 162
p 2 0 9 911 173 165
p 2 0 36 884 217 187
p 2 0 10 910 175 167
p 2 0 8 912 171 165
p 2 0 6 914 169 162
p 2 0 28 892 210 182
p 2 0 17 903 185 170
p 2 0 8 912 172 163
p 2 0 9 911 173 163
p 2 0 26 894 192 179
p 2 0 8 912 170 164
p 2 0 7 913 167 163
p 2 0 13 907 177 169
p 2 0 36 884 201 185
p 2 0 15 905 173 169
p 2 0 6 914 168 162
p 2 0 5 915 166 162
p 2 0 7 913 169 163
p 2 0 4 916 164 160
p 2 0 5 915 166 161
p 2 0 6 914 169 162
p 2 0 22 898 184 173
p 2 0 3 917 165 160
p 2 0 7 913 164 162
p 2 0 4 916 163 161
p 2 0 0 920 157 157
p 2 0 2 918 159 158
p 2 0 19 901 172 172
p 2 0 1 919 158 158
p 2 0 14 906 169 167
p 2 0 2 918 161 159
p 2 0 130 790 417 272
p 2 0 33 887 208 186
p 2 0 5 915 165 161
p 2 0 9 911 168 165
p 2 0 41 879 194 188
p 2 0 37 883 193 184
p 2 0 33 887 190 184
p 2 0 183 737 1110 324
p 2 26 601 293 29056 1578
p 2 0 517 403 3368 700
p 2 0 414 506 1105 544
p 2 0 400 520 1875 562
p 2 8 644 268 22919 1355
p 2 0 505 415 3100 671
p 2 0 416 504 1270 563
p 2 0 463 457 2110 620
p 2 0 681 239 21851 1272
p 2 0 575 345 3260 749
p 2 0 483 437 1794 623
i 2 920 0 0 37925 3912
p 2 0 492 428 1909 636
p 2 0 363 557 701 496
p 2 0 300 620 854 441
p 2 214 553 153 45395 2891
p 2 0 560 360 3224 761
p 2 0 330 590 986 480
p 2 0 501 419 1970 677
p 2 237 538 145 44993 3021
p 2 0 567 353 2843 766
p 2 0 385 535 1052 537
p 2 0 290 630 734 437
p 2 3 452 465 5074 729
p 2 0 369 551 1050 521
p 2 0 349 571 787 477
p 2 1 418 501 4441 665
p 2 0 306 614 921 461
p 2 0 207 713 545 347
p 2 0 182 738 532 328
p 2 1 241 678 4165 474
p 2 0 193 727 634 348
p 2 0 96 824 352 246
p 2 0 66 854 256 217
p 2 0 40 880 221 193
p 2 0 67 853 280 215
p 2 0 40 880 241 195
p 2 0 482 438 1699 627
i 2 920 0 0 55329 4574
p 2 0 494 426 1997 669
p 2 0 314 606 700 465
p 2 0 146 774 394 301
p 2 0 368 552 1040 510
p 2 0 160 760 454 311
p 2 0 124 796 345 273
p 2 0 109 811 351 260
p 2 0 211 709 682 357
p 2 0 84 836 322 236
p 2 0 38 882 216 190
p 2 0 20 900 186 174
p 2 0 64 856 286 214
p 2 0 52 868 248 203
p 2 0 37 883 228 188
p 2 0 219 701 655 362
p 2 0 214 706 597 360
p 2 0 151 769 444 298
p 2 0 158 762 456 305
p 2 0 185 735 564 333
p 2 0 188 732 562 339
p 2 0 89 831 318 238
p 2 0 112 808 380 259
p 2 0 59 861 275 214
p 2 0 114 806 397 264
p 2 0 68 852 289 219
p 2 0 38 882 222 190
p 2 0 27 893 202 180
p 2 0 26 894 203 180
p 2 0 26 894 202 180
p 2 0 174 746 496 320
p 2 0 196 724 778 343
p 2 2 254 664 17536 595
p 2 0 193 727 1859 378
p 2 0 177 743 733 331
p 2 0 176 744 1069 340
p 2 0 231 689 14351 513
p 2 0 212 708 1959 394
p 2 0 144 776 651 298
p 2 0 168 752 1021 325
p 2 0 223 697 13094 500
p 2 0 193 727 1702 370
p 2 0 134 786 588 287
p 2 0 148 772 512 299
p 2 0 107 813 431 261
p 2 0 207 713 890 368
p 2 0 206 714 745 364
p 2 0 212 708 831 375
p 2 0 93 827 383 245
p 2 0 166 754 609 320
p 2 0 107 813 449 261
p 2 0 89 831 377 239
p 2 0 158 762 584 308
p 2 0 74 846 327 226
p 2 0 93 827 357 243
p 2 0 58 862 279 211
p 2 0 95 825 391 250
p 2 0 69 851 322 220
p 2 0 27 893 215 180
p 2 0 21 899 198 176
p 2 0 116 804 409 264
p 2 0 99 821 369 250
p 2 0 124 796 424 272
p 2 0 35 885 229 189
p 2 0 107 813 385 256
p 2 0 83 837 345 231
p 2 0 42 878 246 194
p 2 0 72 848 450 227
p 2 0 64 856 327 214
p 2 0 74 846 310 221
p 2 0 34 886 238 187
p 2 0 24 896 322 177
p 2 0 95 825 394 246
p 2 0 28 892 220 182
p 2 0 221 699 665 365
p 2 0 137 783 514 280
p 2 0 112 808 399 260
p 2 0 133 787 457 281
p 2 0 36 884 357 190
p 2 0 128 792 422 276
p 2 0 76 844 306 226
p 2 0 36 884 228 189
p 2 0 61 859 388 214
p 2 0 61 859 292 212
p 2 0 49 871 256 200
p 2 0 23 897 210 179
p 2 0 18 902 304 173
p 2 0 17 903 198 171
p 2 0 23 897 196 177
p 2 0 15 905 189 169
p 2 0 88 832 439 235
p 2 0 112 808 367 259
p 2 0 40 880 238 194
p 2 0 27 893 210 182
p 2 0 42 878 243 195
p 2 0 41 879 239 194
p 2 0 28 892 207 180
p 2 0 30 890 217 182
p 2 0 19 901 315 173
p 2 0 23 897 217 178
p 2 0 24 896 202 178
p 2 0 12 908 180 169
p 2 0 9 911 176 167
p 2 0 11 909 173 165
p 2 0 458 462 2017 611
i 2 920 0 0 38571 3964
p 2 0 497 423 1648 616
p 2 0 323 597 588 451
p 2 0 277 643 580 399
p 2 0 288 632 598 412
p 2 0 175 745 391 313
p 2 0 158 762 325 295
p 2 0 151 769 438 294
p 2 0 125 795 299 265
p 2 0 59 861 245 209
p 2 0 87 833 254 229
p 2 0 83 837 345 234
p 2 0 61 859 245 210
p 2 0 66 854 292 216
p 2 0 62 858 322 209
p 2 0 172 748 1849 339
p 2 0 177 743 656 317
p 2 0 134 786 479 279
p 2 1 127 792 1648 301
p 2 0 151 769 644 298
p 2 0 93 827 356 240
p 2 0 55 865 299 205
p 2 0 87 833 1460 261
p 2 0 90 830 560 240
p 2 0 45 875 263 197
p 2 0 21 899 195 174
p 2 0 18 902 183 171
p 2 0 32 888 224 185
p 2 0 34 886 224 187
p 2 0 44 876 313 196
p 2 1 129 790 1790 310
p 2 0 96 824 476 249
p 2 0 64 856 271 214
p 2 0 41 879 244 194
p 2 0 62 858 356 215
p 2 0 125 795 1670 289
p 2 0 77 843 468 226
p 2 0 50 870 318 203
p 2 1 76 843 1552 257
p 2 0 98 822 563 250
p 2 0 47 873 279 201
p 2 0 39 881 279 191
p 2 0 75 845 1454 251
p 2 0 48 872 446 202
p 2 0 28 892 221 180
p 2 0 82 838 396 229
p 2 1 95 824 1466 270
p 2 0 76 844 440 229
p 2 0 51 869 248 200
p 2 0 61 859 334 214
p 2 1 108 811 1915 294
p 2 0 61 859 423 212
p 2 0 84 836 316 225
p 2 2 53 865 1789 246
p 2 0 42 878 366 198
p 2 0 54 866 288 206
p 2 0 35 885 272 189
p 2 0 75 845 1491 246
p 2 0 45 875 440 199
p 2 0 19 901 204 174
p 2 0 66 854 373 216
p 2 0 90 830 1481 268
p 2 0 72 848 403 224
p 2 0 44 876 247 197
p 2 0 51 869 333 205
p 2 0 70 850 1452 245
p 2 0 50 870 397 206
p 2 0 35 885 253 190
p 2 0 14 906 187 167
p 2 0 18 902 191 172
p 2 0 12 908 184 168
p 2 0 6 914 170 162
p 2 0 8 912 175 163
p 2 0 4 916 167 161
p 2 0 4 916 167 161
p 2 0 28 892 216 181
p 2 0 24 896 209 177
p 2 0 24 896 201 178
p 2 0 20 900 201 175
p 2 0 11 909 176 166
p 2 0 28 892 190 179
p 2 0 127 793 752 274
i 2 920 0 0 32436 3756
p 2 0 547 373 1466 668
p 2 0 426 494 675 533
p 2 0 301 619 496 412
p 2 0 303 617 616 434
p 2 0 221 699 382 340
p 2 0 166 754 333 299
p 2 0 309 611 696 430
p 2 0 162 758 366 296
p 2 0 199 721 408 323
p 2 0 117 803 277 255
p 2 0 123 797 303 260
p 2 0 129 791 336 269
p 2 0 102 818 273 245
p 2 0 76 844 263 223
p 2 0 118 802 332 264
p 2 0 91 829 284 239
p 2 0 58 862 220 205
p 2 0 68 852 240 214
p 2 0 56 864 231 207
p 2 0 32 888 194 183
p 2 0 22 898 191 177
p 2 0 35 885 218 188
